composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""Fe"": 0.056305999999999995, ""Nb"": 0.088764, ""U"": 0.85493}",0.303624,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_Nb9_U85_132
"{""U"": 0.9297610000000001, ""Zr"": 0.070239}",0.318187,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_Zr7_131
"{""Mo"": 0.138197, ""Nb"": 0.147148, ""U"": 0.714655}",0.324822,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_Nb15_U71_16
"{""Ru"": 0.036445000000000005, ""U"": 0.9635549999999999}",-1.826252,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_131
"{""U"": 0.93567, ""V"": 0.06433}",0.326095,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_V6_150
"{""Cr"": 0.07728, ""Nb"": 0.135724, ""U"": 0.786996}",0.326026,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Nb14_U79_256
"{""Cr"": 0.057513, ""U"": 0.891342, ""V"": 0.051145}",0.452221,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U89_V5_148
"{""Ti"": 0.113046, ""U"": 0.886954}",0.111674,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_3
"{""Ru"": 0.039, ""U"": 0.961}",-1.826783,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_3
"{""Mn"": 0.045674, ""U"": 0.954326}",-0.051057,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_19
"{""Mn"": 0.020917, ""Nb"": 0.092641, ""U"": 0.886442}",0.280772,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Nb9_U89_51
"{""Mo"": 0.097607, ""U"": 0.902393}",0.200330,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo10_U90_392
"{""Mo"": 0.14436, ""U"": 0.840043, ""V"": 0.015597}",0.201487,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U84_V2_75
"{""Mo"": 0.039928, ""U"": 0.960072}",0.203296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_U96_61
"{""Nb"": 0.035, ""U"": 0.965}",0.270085,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_20
"{""Al"": 0.013904, ""U"": 0.986096}",-0.176381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_141
"{""Ta"": 0.054905, ""Ti"": 0.056697, ""U"": 0.888398}",0.111858,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta5_Ti6_U89_385
"{""Ru"": 0.051964, ""U"": 0.948036}",-1.828728,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_1
"{""Ti"": 0.069869, ""U"": 0.930131}",0.109130,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_157
"{""Nb"": 0.081851, ""U"": 0.918149}",0.274282,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb8_U92_195
"{""U"": 0.945, ""Zr"": 0.055}",0.320595,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_101
"{""Nb"": 0.146484, ""U"": 0.853516}",0.281378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb15_U85_168
"{""Si"": 0.011764, ""U"": 0.988236}",-0.721259,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_82
"{""Mn"": 0.042699, ""U"": 0.957301}",-0.050472,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_37
"{""Mo"": 0.1068, ""U"": 0.8932}",0.200208,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U89_82
"{""Cr"": 0.07540100000000001, ""Fe"": 0.052854, ""U"": 0.871745}",0.301419,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Fe5_U87_126
"{""Mn"": 0.031429000000000006, ""U"": 0.852197, ""Zr"": 0.116374}",0.331071,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U85_Zr12_207
"{""Nb"": 0.095346, ""U"": 0.815875, ""Zr"": 0.088779}",0.270922,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U82_Zr9_150
"{""Al"": 0.011868, ""U"": 0.988132}",-0.176918,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_6
"{""Fe"": 0.051000000000000004, ""U"": 0.949}",-0.044133,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_179
"{""Al"": 0.01548, ""Mn"": 0.049704000000000005, ""U"": 0.934816}",-0.054486,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mn5_U93_25
"{""U"": 0.867786, ""Zr"": 0.132214}",0.307982,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_149
"{""Ta"": 0.025082, ""U"": 0.920913, ""V"": 0.054005}",0.327020,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta3_U92_V5_381
"{""Nb"": 0.052599, ""Ta"": 0.020741, ""U"": 0.92666}",0.273718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_Ta2_U93_104
"{""Mo"": 0.052909000000000005, ""U"": 0.920611, ""V"": 0.02648}",0.200521,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U92_V3_117
"{""Al"": 0.012589, ""Fe"": 0.043317, ""U"": 0.944094}",-0.042575,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Fe4_U94_342
"{""Ti"": 0.036473, ""U"": 0.963527}",0.107347,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_286
"{""Mo"": 0.070966, ""Ru"": 0.069923, ""U"": 0.859111}",0.201439,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_Ru7_U86_205
"{""U"": 0.952071, ""Zr"": 0.047929}",0.321915,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_Zr5_110
"{""Mn"": 0.016544, ""U"": 0.983456}",-0.043832,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_297
"{""Ru"": 0.070578, ""U"": 0.903212, ""V"": 0.02621}",-1.833252,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U90_V3_152
"{""Mn"": 0.022246000000000002, ""Mo"": 0.111037, ""U"": 0.866717}",0.200385,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Mo11_U87_160
"{""U"": 0.943167, ""V"": 0.056833}",0.328489,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_V6_116
"{""Mo"": 0.082053, ""U"": 0.794307, ""Zr"": 0.12364}",0.357256,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U79_Zr12_18
"{""Mo"": 0.121, ""U"": 0.879}",0.200167,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U88_17
"{""U"": 0.972055, ""V"": 0.027944999999999998}",0.336442,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_227
"{""Nb"": 0.11462, ""U"": 0.8853800000000001}",0.277867,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U89_215
"{""Mn"": 0.030623, ""U"": 0.969377}",-0.047547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_111
"{""Mo"": 0.110099, ""U"": 0.776239, ""Zr"": 0.113662}",0.377264,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U78_Zr11_330
"{""U"": 0.895869, ""Zr"": 0.104131}",0.312486,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_383
"{""Nb"": 0.051213, ""U"": 0.948787}",0.271724,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_163
"{""U"": 0.942441, ""Zr"": 0.057559}",0.320234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_91
"{""Cr"": 0.028966, ""Mn"": 0.01508, ""U"": 0.955954}",0.489917,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mn2_U96_389
"{""Mo"": 0.027, ""U"": 0.973}",0.204460,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_11
"{""Al"": 0.017058, ""Nb"": 0.032827999999999996, ""U"": 0.950114}",0.272486,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Nb3_U95_317
"{""Mn"": 0.019562, ""U"": 0.980438}",-0.044750,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_334
"{""Al"": 0.029979, ""U"": 0.970021}",-0.174578,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_308
"{""Ti"": 0.11004599999999999, ""U"": 0.889954}",0.111497,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_18
"{""Mn"": 0.054327, ""U"": 0.945673}",-0.051213,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_257
"{""U"": 0.855, ""Zr"": 0.145}",0.306009,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_361
"{""Al"": 0.023467, ""U"": 0.976533}",-0.176381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_381
"{""U"": 10, ""Zr"": 90.0}",0.210264,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U1000_Zr9000_306
"{""Ru"": 0.040914, ""U"": 0.959086}",-1.826864,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_311
"{""Ti"": 0.041334, ""U"": 0.958666}",0.107592,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_345
"{""U"": 0.85, ""Zr"": 0.15}",0.305118,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U85_Zr15_289
"{""Fe"": 0.021444, ""Mn"": 0.035106, ""U"": 0.94345}",-0.056819,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Mn4_U94_264
"{""Cr"": 0.08028, ""Nb"": 0.135724, ""U"": 0.783995}",0.328346,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Nb14_U78_230
"{""Nb"": 0.13803200000000002, ""U"": 0.861968}",0.280391,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb14_U86_304
"{""Nb"": 0.1, ""U"": 0.9}",0.276071,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_151
"{""Ti"": 0.104958, ""U"": 0.895042}",0.111184,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_146
"{""Cr"": 0.060257, ""U"": 0.939743}",0.474386,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_39
"{""Mo"": 0.12637199999999998, ""U"": 0.827068, ""V"": 0.04656}",0.203045,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U83_V5_209
"{""Cr"": 0.049637, ""U"": 0.950363}",0.319992,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_226
"{""Nb"": 0.084851, ""U"": 0.915149}",0.274799,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb8_U92_139
"{""Cr"": 0.062012000000000005, ""U"": 0.937988}",0.316250,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_27
"{""Fe"": 0.017757000000000002, ""U"": 0.982243}",-0.023064,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_27
"{""Cr"": 0.097, ""U"": 0.903}",0.451208,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_U90_13
"{""Si"": 0.013763999999999998, ""U"": 0.986236}",-0.720932,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_127
"{""Ti"": 0.09531200000000001, ""U"": 0.881385, ""V"": 0.023303}",0.115205,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U88_V2_208
"{""U"": 0.930058, ""V"": 0.06994199999999999}",0.325326,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_356
"{""Ti"": 0.12456500000000001, ""U"": 0.7527820000000001, ""Zr"": 0.122653}",0.107817,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti12_U75_Zr12_133
"{""Fe"": 0.018092, ""Mn"": 0.055071, ""U"": 0.926837}",-0.060152,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Mn6_U93_112
"{""Ru"": 0.049523, ""U"": 0.861737, ""Zr"": 0.08874}",0.353732,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U86_Zr9_183
"{""Ni"": 0.02, ""U"": 0.98}",-0.248146,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni2_U98_363
"{""Al"": 0.025642, ""U"": 0.974358}",-0.175367,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_368
"{""Cr"": 0.028104999999999998, ""U"": 0.971895}",0.469324,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_U97_193
"{""Ti"": 0.058831, ""U"": 0.941169}",0.108497,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U94_95
"{""Ti"": 0.031498, ""U"": 0.934921, ""Zr"": 0.03358}",0.332813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U93_Zr3_15
"{""Ti"": 0.116046, ""U"": 0.883954}",0.111858,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti12_U88_90
"{""Ru"": 0.0697, ""U"": 0.832584, ""Zr"": 0.097716}",0.369175,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U83_Zr10_280
"{""Al"": 0.026560999999999998, ""U"": 0.973439}",-0.175483,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_19
"{""Ru"": 0.023592000000000002, ""Ti"": 0.116138, ""U"": 0.86027}",0.116579,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_Ti12_U86_5
"{""Fe"": 0.042462, ""Ti"": 0.063534, ""U"": 0.894004}",0.121049,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti6_U89_63
"{""Cr"": 0.074616, ""Fe"": 0.048619, ""U"": 0.876765}",0.302188,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Fe5_U88_167
"{""U"": 0.922331, ""Zr"": 0.077669}",0.316887,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U92_Zr8_344
"{""Mo"": 0.136212, ""U"": 0.863788}",0.200405,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U86_116
"{""Ta"": 0.039341, ""Ti"": 0.106127, ""U"": 0.8545320000000001}",0.114035,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta4_Ti11_U85_388
"{""Fe"": 0.041718, ""Ti"": 0.108923, ""U"": 0.849359}",0.124804,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti11_U85_89
"{""Ti"": 0.075922, ""U"": 0.8048420000000001, ""Zr"": 0.119236}",0.329908,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U80_Zr12_48
"{""U"": 0.924528, ""V"": 0.07547200000000001}",0.288365,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U92_V8_291
"{""Mn"": 0.020946, ""U"": 0.979054}",-0.045111,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_339
"{""Cr"": 0.063584, ""U"": 0.936416}",0.315787,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_212
"{""Fe"": 0.041576, ""U"": 0.9584239999999999}",-0.038364,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_272
"{""Al"": 0.02042, ""Mo"": 0.044361, ""U"": 0.935219}",0.201841,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mo4_U94_291
"{""Al"": 0.01325, ""Mo"": 0.074295, ""U"": 0.912455}",0.200684,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Mo7_U91_80
"{""Mn"": 0.052415, ""U"": 0.947585}",-0.052608,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_356
"{""Ti"": 0.037478000000000004, ""U"": 0.962522}",0.107375,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_52
"{""Al"": 0.025466, ""U"": 0.974534}",-0.173591,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_300
"{""Al"": 0.010612, ""U"": 0.926119, ""V"": 0.063269}",0.325094,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U93_V6_11
"{""Ru"": 0.025388, ""U"": 0.974612}",-1.824130,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_267
"{""Mn"": 0.039937999999999994, ""U"": 0.960062}",-0.049689,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_375
"{""Ti"": 0.060922000000000004, ""U"": 0.939078}",0.108606,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U94_44
"{""Mn"": 0.035533, ""U"": 0.964467}",-0.048744,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_292
"{""Ti"": 0.095205, ""U"": 0.860706, ""V"": 0.044089}",0.120028,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U86_V4_204
"{""Al"": 0.019607, ""Mn"": 0.051404000000000005, ""U"": 0.928989}",-0.055526,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mn5_U93_170
"{""U"": 0.855325, ""Zr"": 0.144675}",0.306009,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_394
"{""Nb"": 0.061904, ""U"": 0.938096}",0.272670,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb6_U94_73
"{""U"": 0.869266, ""Zr"": 0.130734}",0.308145,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_276
"{""Mn"": 0.016246, ""Mo"": 0.111037, ""U"": 0.872717}",0.200255,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Mo11_U87_55
"{""Nb"": 0.10391, ""U"": 0.89609}",0.276738,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_210
"{""Mn"": 0.013087000000000001, ""U"": 0.986913}",-0.043145,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_U99_351
"{""Al"": 0.010589000000000001, ""Fe"": 0.043317, ""U"": 0.946094}",-0.042160,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Fe4_U95_319
"{""Ti"": 0.042463999999999995, ""U"": 0.957536}",0.107626,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_221
"{""Nb"": 0.091844, ""U"": 0.908156}",0.275520,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_312
"{""Cr"": 0.05411, ""U"": 0.94589}",0.478637,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_355
"{""Mo"": 20.0, ""U"": 75, ""Zr"": 5.0}",0.202568,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo2000_U7500_Zr500_330
"{""Mn"": 0.021117, ""Ru"": 0.034866, ""U"": 0.944017}",-1.829014,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Ru3_U94_228
"{""Si"": 0.018362, ""U"": 0.949459, ""Zr"": 0.032179}",0.336929,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U95_Zr3_246
"{""U"": 0.865786, ""Zr"": 0.134214}",0.307608,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_84
"{""U"": 0.961611, ""Zr"": 0.038389}",0.323425,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_132
"{""U"": 0.932113, ""V"": 0.067887}",0.325829,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_118
"{""Cr"": 0.041628000000000005, ""Ru"": 0.034692, ""U"": 0.9236800000000001}",0.470501,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Ru3_U92_248
"{""Cr"": 0.066216, ""Ti"": 0.105546, ""U"": 0.828238}",0.134301,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Ti11_U83_120
"{""U"": 0.9337610000000001, ""Zr"": 0.06623899999999999}",0.318738,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_Zr7_187
"{""Ti"": 0.104279, ""U"": 0.895721}",0.111137,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_82
"{""Ru"": 0.019261, ""Ti"": 0.054007, ""U"": 0.926732}",0.111456,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_Ti5_U93_28
"{""U"": 0.858582, ""Zr"": 0.141418}",0.306547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_95
"{""Al"": 0.02997, ""U"": 0.903467, ""Zr"": 0.066563}",0.332425,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U90_Zr7_378
"{""Nb"": 0.097828, ""U"": 0.902172}",0.275874,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_186
"{""Fe"": 0.053026000000000004, ""U"": 0.946974}",-0.045378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_213
"{""U"": 0.96051, ""Zr"": 0.03949}",0.323234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_185
"{""Al"": 0.012604, ""Ru"": 0.023874, ""U"": 0.963522}",-1.825443,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Ru2_U96_126
"{""Nb"": 3.8, ""U"": 85, ""Zr"": 11.2}",0.321731,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb380_U8500_Zr1120_362
"{""Cr"": 0.08128, ""Nb"": 0.135724, ""U"": 0.782996}",0.329182,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Nb14_U78_6
"{""U"": 0.943259, ""Zr"": 0.056741}",0.320438,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_212
"{""Nb"": 9.8, ""U"": 85, ""Zr"": 5.2}",0.273092,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb980_U8500_Zr520_360
"{""Mn"": 0.042118, ""U"": 0.957882}",-0.050166,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_325
"{""U"": 0.96015, ""Zr"": 0.039850000000000003}",0.323234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_144
"{""Si"": 0.005073, ""Ti"": 0.082454, ""U"": 0.912473}",0.110586,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_Ti8_U91_219
"{""Mn"": 0.014945999999999997, ""U"": 0.985054}",-0.043574,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_U99_3
"{""Mn"": 0.04368, ""Nb"": 0.063298, ""U"": 0.893022}",0.283589,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_Nb6_U89_171
"{""Mn"": 0.031896, ""U"": 0.968104}",-0.047730,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_59
"{""Mo"": 4.0, ""U"": 92, ""Zr"": 4.0}",0.204358,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo400_U9200_Zr400_380
"{""Mn"": 0.015917, ""Nb"": 0.092641, ""U"": 0.891442}",0.279514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Nb9_U89_156
"{""Cr"": 0.095202, ""Nb"": 0.13955900000000002, ""U"": 0.765239}",0.341462,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_Nb14_U77_68
"{""U"": 0.937441, ""Zr"": 0.062559}",0.319479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_195
"{""Mn"": 0.025348, ""U"": 0.913087, ""Zr"": 0.061565}",0.336534,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U91_Zr6_289
"{""U"": 0.9581500000000001, ""Zr"": 0.04185}",0.322881,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_66
"{""Mn"": 0.037533, ""U"": 0.962467}",-0.049057,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_89
