composition,element_system,source,phase,functional,mo_equivalent,lattice_distortion,allen_chi_diff,vec,cluster_I,cluster_II,cluster_III,cluster_IV,label
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,ORT,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,TRI,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""O"": 20.0, ""Zr"": 40.0}",Zr,DFT_MP,MON,PBE,0.44000000000000006,0.3865034791688996,1.282,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 19.3, ""O"": 44.3, ""Zr"": 36.4}",Zr,DFT_MP,TRI,PBE,0.40040000000000003,0.39574295257388215,1.4742039999999998,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""O"": 37.5, ""Zr"": 37.5}",Zr,DFT_MP,ORT,PBE,0.41250000000000003,0.3932964312697188,1.4188749999999999,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""O"": 37.5, ""Zr"": 37.5}",Zr,DFT_MP,MON,PBE,0.41250000000000003,0.3932964312697188,1.4188749999999999,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""O"": 37.5, ""Zr"": 37.5}",Zr,DFT_MP,ORT,PBE,0.41250000000000003,0.3932964312697188,1.4188749999999999,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""O"": 37.5, ""Zr"": 37.5}",Zr,DFT_MP,MON,PBE,0.41250000000000003,0.3932964312697188,1.4188749999999999,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 18.2, ""O"": 45.5, ""Zr"": 36.4}",Zr,DFT_MP,TRI,PBE,0.4,0.39602227531785156,1.4810909090909092,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 18.2, ""O"": 45.5, ""Zr"": 36.4}",Zr,DFT_MP,TRI,PBE,0.4,0.39602227531785156,1.4810909090909092,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 18.2, ""O"": 45.5, ""Zr"": 36.4}",Zr,DFT_MP,BCT,PBE,0.4,0.39602227531785156,1.4810909090909092,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 41.7, ""O"": 16.7, ""Zr"": 41.7}",Zr,DFT_MP,MON,PBE,0.4582417582417583,0.3832987750628984,1.2363126873126873,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 41.7, ""O"": 16.7, ""Zr"": 41.7}",Zr,DFT_MP,MON,PBE,0.4582417582417583,0.3832987750628984,1.2363126873126873,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 41.7, ""O"": 16.7, ""Zr"": 41.7}",Zr,DFT_MP,MON,PBE,0.4582417582417583,0.3832987750628984,1.2363126873126873,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 21.1, ""O"": 42.1, ""Zr"": 36.8}",Zr,DFT_MP,TRI,PBE,0.40480000000000005,0.39493798808616787,1.4555680000000002,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 21.1, ""O"": 42.1, ""Zr"": 36.8}",Zr,DFT_MP,TRI,PBE,0.40480000000000005,0.39493798808616787,1.4555680000000002,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 10.0, ""O"": 55.0, ""Zr"": 35.0}",Zr,DFT_MP,TRI,PBE,0.385,0.39897431610773343,1.5557500000000002,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 16.7, ""O"": 75.0, ""Zr"": 8.3}",Zr,DFT_MP,TRI,PBE,0.0913,0.2968492936531001,2.1096389999999996,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 16.7, ""O"": 75.0, ""Zr"": 8.3}",Zr,DFT_MP,TRI,PBE,0.0913,0.2968492936531001,2.1096389999999996,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""O"": 70.8, ""Zr"": 4.2}",Zr,DFT_MP,BCT,PBE,0.046200000000000005,0.22510630720488167,2.155138,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 12.5, ""O"": 75.0, ""Zr"": 12.5}",Zr,DFT_MP,MON,PBE,0.1375,0.3409869305340904,2.039625,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 12.5, ""O"": 75.0, ""Zr"": 12.5}",Zr,DFT_MP,MON,PBE,0.1375,0.3409869305340904,2.039625,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 12.5, ""O"": 75.0, ""Zr"": 12.5}",Zr,DFT_MP,MON,PBE,0.1375,0.3409869305340904,2.039625,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 47.4, ""Zr"": 52.6}",Zr,DFT_MP,MON,PBE,0.5786000000000001,0.34348202373340475,0.71573,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 25.0, ""Zr"": 75.0}",Zr,DFT_MP,HCP,PBE,0.8250000000000001,0.2580973375731002,0.45925000000000005,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.350210970464135,0.7455,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.350210970464135,0.7455,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.350210970464135,0.7455,4.0,0.0,1.0,0.0,0.0,DFT
"{""C"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,HCP,PBE,0.55,0.350210970464135,0.7455,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 33.3, ""Zr"": 66.7}",Zr,DFT_MP,BCT,PBE,0.7337000000000001,0.3041828136894863,0.728111,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""Zr"": 75.0}",Zr,DFT_MP,BCC,PBE,0.8250000000000001,0.2652690426006389,0.58975,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 25.0, ""Zr"": 75.0}",Zr,DFT_MP,BCT,PBE,0.8250000000000001,0.2652690426006389,0.58975,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 40.0, ""Zr"": 60.0}",Zr,DFT_MP,TRIGONAL,PBE,0.66,0.3304867113278892,0.8398,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 57.1, ""Zr"": 42.9}",Zr,DFT_MP,ORT,PBE,0.47190000000000004,0.3774219077888864,1.124857,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 57.1, ""Zr"": 42.9}",Zr,DFT_MP,BCC,PBE,0.47190000000000004,0.3774219077888864,1.124857,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 57.1, ""Zr"": 42.9}",Zr,DFT_MP,TRIGONAL,PBE,0.47190000000000004,0.3774219077888864,1.124857,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 57.1, ""Zr"": 42.9}",Zr,DFT_MP,BCC,PBE,0.47190000000000004,0.3774219077888864,1.124857,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,HCP,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,HCP,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,BCC,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,TRIGONAL,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,HCP,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 50.0, ""Zr"": 50.0}",Zr,DFT_MP,HCP,PBE,0.55,0.36170212765957444,1.0065,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 66.7, ""Zr"": 33.3}",Zr,DFT_MP,TRIGONAL,PBE,0.3663,0.38777750978981546,1.284889,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 66.7, ""Zr"": 33.3}",Zr,DFT_MP,BCT,PBE,0.3663,0.38777750978981546,1.284889,4.0,0.0,1.0,0.0,0.0,DFT
"{""N"": 66.7, ""Zr"": 33.3}",Zr,DFT_MP,ORT,PBE,0.3663,0.38777750978981546,1.284889,4.0,0.0,1.0,0.0,0.0,DFT
"{""Mo"": 28.3, ""O"": 71.7}",Mo,DFT_MP,TRI,PBE,0.28300000000000003,0.32428853947774716,1.8958250000000003,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.6, ""O"": 73.4}",Mo,DFT_MP,ORT,PBE,0.266,0.32204425270304754,1.9251500000000001,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 66.7, ""O"": 33.3}",Mo,DFT_MP,BCC,PBE,0.667,0.26580396374168297,1.233425,6.000000000000001,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 40.0, ""O"": 60.0}",Mo,DFT_MP,ORT,PBE,0.4,0.3252843521603415,1.694,6.000000000000001,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 28.6, ""O"": 71.4}",Mo,DFT_MP,ORT,PBE,0.28600000000000003,0.3246190324071636,1.8906500000000002,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 28.6, ""O"": 71.4}",Mo,DFT_MP,ORT,PBE,0.28600000000000003,0.3246190324071636,1.8906500000000002,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 28.6, ""O"": 71.4}",Mo,DFT_MP,ORT,PBE,0.28600000000000003,0.3246190324071636,1.8906500000000002,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 22.2, ""O"": 77.8}",Mo,DFT_MP,MON,PBE,0.222,0.3129308582312959,2.0010499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 23.1, ""O"": 76.9}",Mo,DFT_MP,ORT,PBE,0.231,0.3152231223595983,1.985525,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 23.1, ""O"": 76.9}",Mo,DFT_MP,HCP,PBE,0.231,0.3152231223595983,1.985525,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 30.0, ""O"": 70.0}",Mo,DFT_MP,ORT,PBE,0.3,0.32591594382229033,1.8664999999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 27.3, ""O"": 72.7}",Mo,DFT_MP,TRIGONAL,PBE,0.273,0.3230466012821977,1.9130749999999999,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 27.3, ""O"": 72.7}",Mo,DFT_MP,MON,PBE,0.273,0.3230466012821977,1.9130749999999999,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 27.3, ""O"": 72.7}",Mo,DFT_MP,MON,PBE,0.273,0.3230466012821977,1.9130749999999999,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 27.3, ""O"": 72.7}",Mo,DFT_MP,HCP,PBE,0.273,0.3230466012821977,1.9130749999999999,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 27.3, ""O"": 72.7}",Mo,DFT_MP,MON,PBE,0.273,0.3230466012821977,1.9130749999999999,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.7, ""O"": 73.3}",Mo,DFT_MP,ORT,PBE,0.267,0.32219434294208754,1.923425,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.7, ""O"": 73.3}",Mo,DFT_MP,ORT,PBE,0.267,0.32219434294208754,1.923425,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.7, ""O"": 73.3}",Mo,DFT_MP,MON,PBE,0.267,0.32219434294208754,1.923425,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 44.4, ""O"": 55.6}",Mo,DFT_MP,BCT,PBE,0.444,0.32053850113441396,1.6181,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 30.8, ""O"": 69.2}",Mo,DFT_MP,BCT,PBE,0.308,0.3264828567821093,1.8527,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.3, ""O"": 73.7}",Mo,DFT_MP,MON,PBE,0.263,0.3215799357567909,1.9303249999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.3, ""O"": 73.7}",Mo,DFT_MP,BCT,PBE,0.263,0.3215799357567909,1.9303249999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.8, ""O"": 74.2}",Mo,DFT_MP,MON,PBE,0.258,0.3207584741726057,1.9389499999999997,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.8, ""O"": 74.2}",Mo,DFT_MP,MON,PBE,0.258,0.3207584741726057,1.9389499999999997,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.8, ""O"": 74.2}",Mo,DFT_MP,MON,PBE,0.258,0.3207584741726057,1.9389499999999997,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 26.5, ""O"": 73.5}",Mo,DFT_MP,MON,PBE,0.265,0.3218918299463113,1.926875,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.7, ""O"": 74.3}",Mo,DFT_MP,MON,PBE,0.257,0.320586922258666,1.940675,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.7, ""O"": 74.3}",Mo,DFT_MP,TRI,PBE,0.257,0.320586922258666,1.940675,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.7, ""O"": 74.3}",Mo,DFT_MP,MON,PBE,0.257,0.320586922258666,1.940675,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,TRIGONAL,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,BCC,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,BCT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,MON,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,MON,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,BCT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,TRI,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,ORT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,HCP,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,TRI,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,BCT,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 33.3, ""O"": 66.7}",Mo,DFT_MP,HCP,PBE,0.33299999999999996,0.3274959616435304,1.809575,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,ORT,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,ORT,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,TRI,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,TRI,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,TRI,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,TRI,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,HCP,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,ORT,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,HCP,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,TRI,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 25.0, ""O"": 75.0}",Mo,DFT_MP,MON,PBE,0.25,0.3193166293283405,1.9527499999999998,6.0,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 20.0, ""O"": 80.0}",Mo,DFT_MP,TRI,PBE,0.2,0.3062645011600928,2.039,6.000000000000001,1.0,0.0,0.0,0.0,DFT
"{""Mo"": 20.0, ""O"": 80.0}",Mo,DFT_MP,MON,PBE,0.2,0.3062645011600928,2.039,6.000000000000001,1.0,0.0,0.0,0.0,DFT
